in s,C1 in V,C3 in V
-2.480E-08,1.02539E-03,2.49023E-03
-2.460E-08,-1.90430E-03,5.41992E-03
-2.440E-08,-3.36914E-03,4.44336E-03
-2.420E-08,-1.41602E-03,6.39648E-03
-2.400E-08,2.49023E-03,5.41992E-03
-2.380E-08,6.88477E-03,4.44336E-03
-2.360E-08,8.34961E-03,2.49023E-03
-2.340E-08,8.34961E-03,3.46680E-03
-2.320E-08,8.34961E-03,3.95508E-03
-2.300E-08,5.90820E-03,5.41992E-03
-2.280E-08,2.49023E-03,4.44336E-03
-2.260E-08,2.49023E-03,3.46680E-03
-2.240E-08,3.46680E-03,3.95508E-03
-2.220E-08,2.97852E-03,5.41992E-03
-2.200E-08,2.97852E-03,4.93164E-03
-2.180E-08,2.97852E-03,3.46680E-03
-2.160E-08,4.44336E-03,2.00195E-03
-2.140E-08,4.93164E-03,5.37109E-04
-2.120E-08,6.39648E-03,4.88281E-05
-2.100E-08,5.41992E-03,1.02539E-03
-2.080E-08,4.93164E-03,2.49023E-03
-2.060E-08,4.44336E-03,3.95508E-03
-2.040E-08,4.44336E-03,2.49023E-03
-2.020E-08,3.95508E-03,1.51367E-03
-2.000E-08,5.90820E-03,2.49023E-03
-1.980E-08,6.88477E-03,4.93164E-03
-1.960E-08,7.37305E-03,4.44336E-03
-1.940E-08,6.39648E-03,6.39648E-03
-1.920E-08,7.37305E-03,4.44336E-03
-1.900E-08,5.41992E-03,6.39648E-03
-1.880E-08,6.39648E-03,5.90820E-03
-1.860E-08,5.90820E-03,4.93164E-03
-1.840E-08,6.88477E-03,3.95508E-03
-1.820E-08,5.90820E-03,6.39648E-03
-1.800E-08,7.86133E-03,7.37305E-03
-1.780E-08,7.86133E-03,7.37305E-03
-1.760E-08,9.81445E-03,6.39648E-03
-1.740E-08,7.86133E-03,3.46680E-03
-1.720E-08,5.41992E-03,2.97852E-03
-1.700E-08,3.95508E-03,2.97852E-03
-1.680E-08,5.41992E-03,3.46680E-03
-1.660E-08,5.41992E-03,5.90820E-03
-1.640E-08,6.39648E-03,6.88477E-03
-1.620E-08,6.88477E-03,9.32617E-03
-1.600E-08,2.49023E-03,6.39648E-03
-1.580E-08,-6.29883E-03,-4.39453E-04
-1.560E-08,-3.85742E-03,-2.88086E-03
-1.540E-08,8.83789E-03,4.93164E-03
-1.520E-08,2.20215E-02,1.51855E-02
-1.500E-08,2.34863E-02,1.71387E-02
-1.480E-08,1.37207E-02,9.32617E-03
-1.460E-08,3.95508E-03,2.00195E-03
-1.440E-08,3.95508E-03,2.97852E-03
-1.420E-08,6.88477E-03,8.83789E-03
-1.400E-08,7.86133E-03,1.17676E-02
-1.380E-08,5.90820E-03,8.83789E-03
-1.360E-08,3.95508E-03,3.95508E-03
-1.340E-08,5.37109E-04,1.02539E-03
-1.320E-08,2.49023E-03,1.02539E-03
-1.300E-08,2.97852E-03,2.49023E-03
-1.280E-08,5.41992E-03,5.41992E-03
-1.260E-08,7.37305E-03,7.37305E-03
-1.240E-08,8.34961E-03,5.41992E-03
-1.220E-08,5.90820E-03,2.49023E-03
-1.200E-08,3.95508E-03,2.49023E-03
-1.180E-08,4.44336E-03,5.37109E-04
-1.160E-08,7.37305E-03,4.88281E-05
-1.140E-08,8.83789E-03,1.02539E-03
-1.120E-08,8.83789E-03,1.51367E-03
-1.100E-08,6.39648E-03,3.46680E-03
-1.080E-08,4.93164E-03,3.95508E-03
-1.060E-08,4.44336E-03,4.44336E-03
-1.040E-08,3.95508E-03,3.95508E-03
-1.020E-08,7.37305E-03,4.44336E-03
-1.000E-08,8.83789E-03,3.46680E-03
-9.800E-09,7.86133E-03,4.93164E-03
-9.600E-09,6.39648E-03,4.93164E-03
-9.400E-09,6.88477E-03,3.46680E-03
-9.200E-09,6.88477E-03,3.46680E-03
-9.000E-09,6.88477E-03,3.95508E-03
-8.800E-09,5.41992E-03,3.46680E-03
-8.600E-09,6.39648E-03,3.46680E-03
-8.400E-09,5.90820E-03,2.49023E-03
-8.200E-09,4.44336E-03,3.95508E-03
-8.000E-09,5.41992E-03,5.41992E-03
-7.800E-09,6.39648E-03,5.90820E-03
-7.600E-09,7.37305E-03,4.44336E-03
-7.400E-09,8.83789E-03,3.46680E-03
-7.200E-09,7.37305E-03,5.90820E-03
-7.000E-09,3.95508E-03,9.32617E-03
-6.800E-09,2.97852E-03,8.83789E-03
-6.600E-09,2.97852E-03,8.34961E-03
-6.400E-09,4.44336E-03,6.39648E-03
-6.200E-09,4.44336E-03,6.39648E-03
-6.000E-09,3.95508E-03,5.90820E-03
-5.800E-09,2.97852E-03,5.41992E-03
-5.600E-09,5.41992E-03,7.37305E-03
-5.400E-09,1.37207E-02,1.22559E-02
-5.200E-09,2.20215E-02,1.81152E-02
-5.000E-09,1.95801E-02,1.56738E-02
-4.800E-09,1.17676E-02,7.86133E-03
-4.600E-09,1.02539E-03,-1.41602E-03
-4.400E-09,-3.36914E-03,-3.36914E-03
-4.200E-09,-1.41602E-03,-1.41602E-03
-4.000E-09,2.97852E-03,2.97852E-03
-3.800E-09,2.00195E-03,3.95508E-03
-3.600E-09,1.51367E-03,2.97852E-03
-3.400E-09,1.02539E-03,2.97852E-03
-3.200E-09,2.00195E-03,3.46680E-03
-3.000E-09,2.97852E-03,6.88477E-03
-2.800E-09,5.41992E-03,7.37305E-03
-2.600E-09,6.39648E-03,6.39648E-03
-2.400E-09,5.90820E-03,6.39648E-03
-2.200E-09,4.93164E-03,5.90820E-03
-2.000E-09,2.97852E-03,3.46680E-03
-1.800E-09,2.97852E-03,2.00195E-03
-1.600E-09,3.46680E-03,2.97852E-03
-1.400E-09,5.90820E-03,4.44336E-03
-1.200E-09,8.34961E-03,4.44336E-03
-1.000E-09,9.81445E-03,4.44336E-03
-8.000E-10,1.03027E-02,4.93164E-03
-6.000E-10,7.86133E-03,8.34961E-03
-4.000E-10,1.27441E-02,9.81445E-03
-2.000E-10,4.35059E-02,1.27441E-02
-4.929E-22,1.04541E-01,1.27441E-02
2.000E-10,1.68506E-01,5.41992E-03
4.000E-10,2.18799E-01,-7.27539E-03
6.000E-10,2.57373E-01,-1.65527E-02
8.000E-10,2.83252E-01,-1.85059E-02
1.000E-09,2.98877E-01,-1.99707E-02
1.200E-09,3.05225E-01,-2.33887E-02
1.400E-09,3.10596E-01,-2.33887E-02
1.600E-09,3.12061E-01,-1.50879E-02
1.800E-09,2.93994E-01,1.95801E-02
2.000E-09,2.46143E-01,8.45215E-02
2.200E-09,1.81689E-01,1.54346E-01
2.400E-09,1.21631E-01,2.07568E-01
2.600E-09,8.01270E-02,2.45166E-01
2.800E-09,5.22949E-02,2.73486E-01
3.000E-09,3.42285E-02,2.95947E-01
3.200E-09,2.39746E-02,3.09619E-01
3.400E-09,2.15332E-02,3.18896E-01
3.600E-09,2.00684E-02,3.21826E-01
3.800E-09,2.59277E-02,3.04248E-01
4.000E-09,6.30371E-02,2.62256E-01
4.200E-09,1.27490E-01,2.02686E-01
4.400E-09,1.91943E-01,1.39209E-01
4.600E-09,2.39307E-01,9.28223E-02
4.800E-09,2.67627E-01,5.91309E-02
5.000E-09,2.86670E-01,3.42285E-02
5.200E-09,3.06201E-01,2.20215E-02
5.400E-09,3.28174E-01,2.54395E-02
5.600E-09,3.47217E-01,3.47168E-02
5.800E-09,3.47217E-01,4.44824E-02
6.000E-09,3.12061E-01,6.79199E-02
6.200E-09,2.45654E-01,1.15283E-01
6.400E-09,1.76318E-01,1.73877E-01
6.600E-09,1.27002E-01,2.29053E-01
6.800E-09,9.33105E-02,2.70068E-01
7.000E-09,6.69434E-02,2.97412E-01
7.200E-09,4.88770E-02,3.12549E-01
7.400E-09,3.66699E-02,3.19385E-01
7.600E-09,2.78809E-02,3.24756E-01
7.800E-09,2.10449E-02,3.22314E-01
8.000E-09,2.93457E-02,3.01807E-01
8.200E-09,7.18262E-02,2.57861E-01
8.400E-09,1.39697E-01,1.96826E-01
8.600E-09,2.00732E-01,1.36768E-01
8.800E-09,2.42236E-01,9.13574E-02
9.000E-09,2.70557E-01,5.91309E-02
9.200E-09,2.94971E-01,4.05762E-02
9.400E-09,3.11572E-01,3.08105E-02
9.600E-09,3.16943E-01,2.69043E-02
9.800E-09,3.18896E-01,2.49512E-02
1.000E-08,3.10596E-01,3.42285E-02
1.020E-08,2.76904E-01,7.18262E-02
1.040E-08,2.18311E-01,1.35303E-01
1.060E-08,1.53369E-01,1.96338E-01
1.080E-08,1.03076E-01,2.41748E-01
1.100E-08,7.18262E-02,2.75439E-01
1.120E-08,5.52246E-02,2.97412E-01
1.140E-08,4.69238E-02,3.10107E-01
1.160E-08,4.39941E-02,3.14990E-01
1.180E-08,4.05762E-02,3.17920E-01
1.200E-08,3.86230E-02,3.12061E-01
1.220E-08,4.74121E-02,2.87158E-01
1.240E-08,9.23340E-02,2.34912E-01
1.260E-08,1.57275E-01,1.71436E-01
1.280E-08,2.16357E-01,1.17236E-01
1.300E-08,2.53955E-01,7.86621E-02
1.320E-08,2.81787E-01,5.71777E-02
1.340E-08,3.05225E-01,4.69238E-02
1.360E-08,3.17920E-01,4.20410E-02
1.380E-08,3.24268E-01,4.00879E-02
1.400E-08,3.24268E-01,3.81348E-02
1.420E-08,3.14990E-01,4.83887E-02
1.440E-08,2.77393E-01,8.74512E-02
1.460E-08,2.15381E-01,1.47510E-01
1.480E-08,1.48975E-01,2.02686E-01
1.500E-08,1.00635E-01,2.44189E-01
1.520E-08,7.37793E-02,2.77393E-01
1.540E-08,6.30371E-02,3.07666E-01
1.560E-08,6.15723E-02,3.31104E-01
1.580E-08,5.66895E-02,3.36963E-01
1.600E-08,4.54590E-02,3.32568E-01
1.620E-08,3.32520E-02,3.15479E-01
1.640E-08,4.64355E-02,2.81787E-01
1.660E-08,9.86816E-02,2.30518E-01
1.680E-08,1.69971E-01,1.71924E-01
1.700E-08,2.28076E-01,1.22119E-01
1.720E-08,2.66650E-01,8.79395E-02
1.740E-08,2.95459E-01,7.08496E-02
1.760E-08,3.14502E-01,6.45020E-02
1.780E-08,3.26221E-01,6.20605E-02
1.800E-08,3.34521E-01,5.62012E-02
1.820E-08,3.39893E-01,5.42480E-02
1.840E-08,3.28174E-01,6.84082E-02
1.860E-08,2.84717E-01,1.11865E-01
1.880E-08,2.19287E-01,1.71436E-01
1.900E-08,1.57764E-01,2.24170E-01
1.920E-08,1.15283E-01,2.67139E-01
1.940E-08,8.74512E-02,2.99854E-01
1.960E-08,7.18262E-02,3.19385E-01
1.980E-08,6.45020E-02,3.27197E-01
2.000E-08,6.20605E-02,3.29639E-01
2.020E-08,5.62012E-02,3.30615E-01
2.040E-08,5.18066E-02,3.19385E-01
2.060E-08,6.98730E-02,2.83740E-01
2.080E-08,1.22119E-01,2.27588E-01
2.100E-08,1.87061E-01,1.65088E-01
2.120E-08,2.37354E-01,1.13330E-01
2.140E-08,2.72021E-01,7.91504E-02
2.160E-08,2.95947E-01,6.10840E-02
2.180E-08,3.09619E-01,5.42480E-02
2.200E-08,3.16455E-01,5.08301E-02
2.220E-08,3.20850E-01,4.64355E-02
2.240E-08,3.21826E-01,4.69238E-02
2.260E-08,3.07178E-01,6.54785E-02
2.280E-08,2.62744E-01,1.15283E-01
2.300E-08,1.99756E-01,1.75342E-01
2.320E-08,1.40674E-01,2.26123E-01
2.340E-08,9.86816E-02,2.66162E-01
2.360E-08,7.52441E-02,2.94971E-01
2.380E-08,6.15723E-02,3.11084E-01
2.400E-08,5.96191E-02,3.15479E-01
2.420E-08,5.96191E-02,3.20361E-01
2.440E-08,5.37598E-02,3.25732E-01
2.460E-08,5.03418E-02,3.15479E-01
2.480E-08,7.18262E-02,2.78369E-01
2.500E-08,1.29932E-01,2.20752E-01
2.520E-08,1.94873E-01,1.60693E-01
2.540E-08,2.45654E-01,1.13818E-01
2.560E-08,2.77393E-01,8.15918E-02
2.580E-08,2.93506E-01,6.05957E-02
2.600E-08,3.05225E-01,5.27832E-02
2.620E-08,3.21338E-01,5.81543E-02
2.640E-08,3.38916E-01,6.54785E-02
2.660E-08,3.47705E-01,6.88965E-02
2.680E-08,3.22803E-01,8.54980E-02
2.700E-08,2.61279E-01,1.28955E-01
2.720E-08,1.90967E-01,1.84619E-01
2.740E-08,1.34814E-01,2.36865E-01
2.760E-08,1.00635E-01,2.78857E-01
2.780E-08,7.71973E-02,3.04736E-01
2.800E-08,6.54785E-02,3.17920E-01
2.820E-08,5.81543E-02,3.22314E-01
2.840E-08,5.42480E-02,3.25732E-01
2.860E-08,4.88770E-02,3.27197E-01
2.880E-08,4.98535E-02,3.10107E-01
2.900E-08,8.01270E-02,2.68115E-01
2.920E-08,1.41650E-01,2.07080E-01
2.940E-08,2.03662E-01,1.47998E-01
2.960E-08,2.48584E-01,1.03564E-01
2.980E-08,2.79834E-01,7.42676E-02
3.000E-08,3.01318E-01,6.10840E-02
3.020E-08,3.14990E-01,5.62012E-02
3.040E-08,3.23291E-01,5.37598E-02
3.060E-08,3.30127E-01,5.03418E-02
3.080E-08,3.25732E-01,4.98535E-02
3.100E-08,2.98389E-01,7.76855E-02
3.120E-08,2.41748E-01,1.31396E-01
3.140E-08,1.74854E-01,1.92920E-01
3.160E-08,1.23096E-01,2.41748E-01
3.180E-08,8.94043E-02,2.77881E-01
3.200E-08,7.08496E-02,3.02783E-01
3.220E-08,6.20605E-02,3.17920E-01
3.240E-08,5.76660E-02,3.22314E-01
3.260E-08,5.37598E-02,3.24756E-01
3.280E-08,4.69238E-02,3.22314E-01
3.300E-08,5.08301E-02,3.01807E-01
3.320E-08,8.79395E-02,2.56396E-01
3.340E-08,1.50928E-01,1.92432E-01
3.360E-08,2.13428E-01,1.35791E-01
3.380E-08,2.56885E-01,9.33105E-02
3.400E-08,2.85205E-01,7.03613E-02
3.420E-08,3.05713E-01,6.15723E-02
3.440E-08,3.15479E-01,6.05957E-02
3.460E-08,3.22314E-01,6.01074E-02
3.480E-08,3.29150E-01,5.62012E-02
3.500E-08,3.25244E-01,5.96191E-02
3.520E-08,2.94482E-01,9.18457E-02
3.540E-08,2.34912E-01,1.49951E-01
3.560E-08,1.68018E-01,2.10498E-01
3.580E-08,1.17725E-01,2.55908E-01
3.600E-08,8.94043E-02,2.86670E-01
3.620E-08,8.11035E-02,3.11572E-01
3.640E-08,8.50098E-02,3.30615E-01
3.660E-08,8.25684E-02,3.37939E-01
3.680E-08,6.74316E-02,3.36475E-01
3.700E-08,4.69238E-02,3.22803E-01
3.720E-08,4.83887E-02,2.91064E-01
3.740E-08,9.28223E-02,2.38818E-01
3.760E-08,1.65088E-01,1.79736E-01
3.780E-08,2.26611E-01,1.27979E-01
3.800E-08,2.65186E-01,9.13574E-02
3.820E-08,2.91553E-01,7.28027E-02
3.840E-08,3.10596E-01,6.74316E-02
3.860E-08,3.20850E-01,6.35254E-02
3.880E-08,3.26709E-01,5.96191E-02
3.900E-08,3.33545E-01,5.37598E-02
3.920E-08,3.27686E-01,6.40137E-02
3.940E-08,2.93994E-01,1.02588E-01
3.960E-08,2.28564E-01,1.60205E-01
3.980E-08,1.63135E-01,2.14893E-01
4.000E-08,1.15283E-01,2.56885E-01
4.020E-08,8.59863E-02,2.89600E-01
4.040E-08,7.13379E-02,3.10107E-01
4.060E-08,6.35254E-02,3.19385E-01
4.080E-08,6.05957E-02,3.25244E-01
4.100E-08,5.57129E-02,3.30127E-01
4.120E-08,4.83887E-02,3.23779E-01
4.140E-08,5.66895E-02,2.93994E-01
4.160E-08,1.03076E-01,2.41748E-01
4.180E-08,1.69482E-01,1.79248E-01
4.200E-08,2.27588E-01,1.27002E-01
4.220E-08,2.67139E-01,9.28223E-02
4.240E-08,2.94971E-01,7.32910E-02
4.260E-08,3.15479E-01,6.45020E-02
4.280E-08,3.25244E-01,5.76660E-02
4.300E-08,3.29150E-01,5.27832E-02
4.320E-08,3.29639E-01,5.27832E-02
4.340E-08,3.16943E-01,7.03613E-02
4.360E-08,2.72998E-01,1.17725E-01
4.380E-08,2.09033E-01,1.77783E-01
4.400E-08,1.50928E-01,2.28564E-01
4.420E-08,1.08447E-01,2.67139E-01
4.440E-08,8.40332E-02,2.95947E-01
4.460E-08,7.08496E-02,3.14990E-01
4.480E-08,6.35254E-02,3.20361E-01
4.500E-08,5.86426E-02,3.23779E-01
4.520E-08,5.27832E-02,3.25732E-01
4.540E-08,5.03418E-02,3.15479E-01
4.560E-08,7.23145E-02,2.79834E-01
4.580E-08,1.27979E-01,2.22217E-01
4.600E-08,1.92920E-01,1.61182E-01
4.620E-08,2.46143E-01,1.15771E-01
4.640E-08,2.78857E-01,8.54980E-02
4.660E-08,2.97900E-01,6.54785E-02
4.680E-08,3.07178E-01,5.66895E-02
4.700E-08,3.21826E-01,5.66895E-02
4.720E-08,3.41357E-01,6.59668E-02
4.740E-08,3.50635E-01,7.13379E-02
4.760E-08,3.30127E-01,8.45215E-02
4.780E-08,2.74951E-01,1.23584E-01
4.800E-08,2.05127E-01,1.77295E-01
4.820E-08,1.47998E-01,2.31982E-01
4.840E-08,1.10889E-01,2.74951E-01
4.860E-08,8.69629E-02,3.01807E-01
4.880E-08,7.37793E-02,3.15479E-01
4.900E-08,6.79199E-02,3.18896E-01
4.920E-08,6.30371E-02,3.23291E-01
4.940E-08,5.42480E-02,3.26221E-01
4.960E-08,4.98535E-02,3.12061E-01
4.980E-08,7.57324E-02,2.75928E-01
5.000E-08,1.34326E-01,2.21240E-01
5.020E-08,1.97803E-01,1.58740E-01
5.040E-08,2.45654E-01,1.11377E-01
5.060E-08,2.76904E-01,7.91504E-02
5.080E-08,3.03760E-01,6.40137E-02
5.100E-08,3.18408E-01,6.10840E-02
5.120E-08,3.23779E-01,5.86426E-02
5.140E-08,3.27686E-01,5.47363E-02
5.160E-08,3.27686E-01,5.47363E-02
5.180E-08,3.08154E-01,8.01270E-02
5.200E-08,2.54932E-01,1.34814E-01
5.220E-08,1.89014E-01,1.97314E-01
5.240E-08,1.31396E-01,2.45166E-01
5.260E-08,9.28223E-02,2.76904E-01
5.280E-08,7.42676E-02,2.99854E-01
5.300E-08,6.20605E-02,3.12061E-01
5.320E-08,5.91309E-02,3.17920E-01
5.340E-08,5.62012E-02,3.22314E-01
5.360E-08,4.93652E-02,3.23291E-01
5.380E-08,4.74121E-02,3.05713E-01
5.400E-08,7.67090E-02,2.62744E-01
5.420E-08,1.39209E-01,2.02197E-01
5.440E-08,2.05615E-01,1.45068E-01
5.460E-08,2.52490E-01,1.02588E-01
5.480E-08,2.84229E-01,7.86621E-02
5.500E-08,3.08643E-01,6.88965E-02
5.520E-08,3.21338E-01,6.40137E-02
5.540E-08,3.27197E-01,5.66895E-02
5.560E-08,3.35498E-01,5.18066E-02
5.580E-08,3.44287E-01,4.83887E-02
5.600E-08,3.50146E-01,4.39941E-02
5.620E-08,3.51611E-01,3.86230E-02
5.640E-08,3.53076E-01,2.98340E-02
5.660E-08,3.56006E-01,2.05566E-02
5.680E-08,3.62842E-01,1.32324E-02
5.700E-08,3.75537E-01,1.17676E-02
5.720E-08,3.89209E-01,1.22559E-02
5.740E-08,3.98486E-01,1.03027E-02
5.760E-08,3.93115E-01,4.44336E-03
5.780E-08,3.77490E-01,-5.32227E-03
5.800E-08,3.62354E-01,-1.21582E-02
5.820E-08,3.58447E-01,-1.31348E-02
5.840E-08,3.60889E-01,-8.25195E-03
5.860E-08,3.65771E-01,-1.41602E-03
5.880E-08,3.66260E-01,2.49023E-03
5.900E-08,3.64307E-01,6.39648E-03
5.920E-08,3.60889E-01,1.32324E-02
5.940E-08,3.57471E-01,1.76270E-02
5.960E-08,3.55518E-01,2.05566E-02
5.980E-08,3.56494E-01,2.39746E-02
6.000E-08,3.50635E-01,3.61816E-02
6.020E-08,3.20361E-01,7.52441E-02
6.040E-08,2.60303E-01,1.38232E-01
6.060E-08,1.91943E-01,1.97803E-01
6.080E-08,1.36768E-01,2.45654E-01
6.100E-08,1.01611E-01,2.79346E-01
6.120E-08,8.11035E-02,3.00830E-01
6.140E-08,7.32910E-02,3.13037E-01
6.160E-08,7.18262E-02,3.19873E-01
6.180E-08,6.98730E-02,3.28174E-01
6.200E-08,6.30371E-02,3.36963E-01
6.220E-08,5.42480E-02,3.41846E-01
6.240E-08,4.64355E-02,3.42334E-01
6.260E-08,3.86230E-02,3.44287E-01
6.280E-08,3.42285E-02,3.47217E-01
6.300E-08,3.08105E-02,3.54053E-01
6.320E-08,2.88574E-02,3.60889E-01
6.340E-08,2.44629E-02,3.71143E-01
6.360E-08,1.76270E-02,3.77490E-01
6.380E-08,9.32617E-03,3.77002E-01
6.400E-08,7.37305E-03,3.66748E-01
6.420E-08,1.51855E-02,3.41846E-01
6.440E-08,5.32715E-02,2.95459E-01
6.460E-08,1.21143E-01,2.33936E-01
6.480E-08,1.93408E-01,1.68994E-01
6.500E-08,2.46631E-01,1.18701E-01
6.520E-08,2.81299E-01,8.40332E-02
6.540E-08,3.09619E-01,6.59668E-02
6.560E-08,3.29639E-01,5.13184E-02
6.580E-08,3.40381E-01,4.05762E-02
6.600E-08,3.38916E-01,3.32520E-02
6.620E-08,3.27686E-01,3.91113E-02
6.640E-08,2.97900E-01,7.13379E-02
6.660E-08,2.42236E-01,1.30908E-01
6.680E-08,1.78760E-01,1.95361E-01
6.700E-08,1.27979E-01,2.51514E-01
6.720E-08,9.08691E-02,2.89600E-01
6.740E-08,5.96191E-02,3.14502E-01
6.760E-08,3.27637E-02,3.29150E-01
6.780E-08,2.59277E-02,3.39893E-01
6.800E-08,3.47168E-02,3.57471E-01
6.820E-08,4.44824E-02,3.73096E-01
6.840E-08,4.15527E-02,3.76514E-01
6.860E-08,2.64160E-02,3.70166E-01
6.880E-08,1.37207E-02,3.62842E-01
6.900E-08,9.81445E-03,3.59424E-01
6.920E-08,1.07910E-02,3.62842E-01
6.940E-08,1.32324E-02,3.61377E-01
6.960E-08,1.81152E-02,3.57471E-01
6.980E-08,2.34863E-02,3.55518E-01
7.000E-08,2.83691E-02,3.55518E-01
7.020E-08,2.93457E-02,3.55518E-01
7.040E-08,3.03223E-02,3.41357E-01
7.060E-08,5.47363E-02,3.06689E-01
7.080E-08,1.13330E-01,2.53467E-01
7.100E-08,1.80713E-01,1.89014E-01
7.120E-08,2.33936E-01,1.34814E-01
7.140E-08,2.72021E-01,9.47754E-02
7.160E-08,3.00830E-01,7.18262E-02
7.180E-08,3.24268E-01,5.81543E-02
7.200E-08,3.37451E-01,4.74121E-02
7.220E-08,3.45752E-01,3.81348E-02
7.240E-08,3.50635E-01,3.12988E-02
7.260E-08,3.53076E-01,2.49512E-02
7.280E-08,3.53076E-01,2.10449E-02
7.300E-08,3.52100E-01,1.95801E-02
7.320E-08,3.54053E-01,2.05566E-02
7.340E-08,3.56006E-01,1.95801E-02
7.360E-08,3.58447E-01,2.05566E-02
7.380E-08,3.57959E-01,2.10449E-02
7.400E-08,3.54053E-01,2.44629E-02
7.420E-08,3.50146E-01,2.64160E-02
7.440E-08,3.45264E-01,2.64160E-02
7.460E-08,3.43799E-01,2.29980E-02
7.480E-08,3.41846E-01,1.86035E-02
7.500E-08,3.41357E-01,1.61621E-02
7.520E-08,3.44287E-01,1.56738E-02
7.540E-08,3.50635E-01,1.12793E-02
7.560E-08,3.56982E-01,7.37305E-03
7.580E-08,3.63330E-01,4.44336E-03
7.600E-08,3.63330E-01,1.51367E-03
7.620E-08,3.65283E-01,-9.27734E-04
7.640E-08,3.71143E-01,-2.39258E-03
7.660E-08,3.78467E-01,4.88281E-05
7.680E-08,3.81885E-01,-4.39453E-04
7.700E-08,3.82861E-01,2.00195E-03
7.720E-08,3.80908E-01,1.51367E-03
7.740E-08,3.78467E-01,4.88281E-05
7.760E-08,3.77979E-01,1.02539E-03
7.780E-08,3.81885E-01,5.41992E-03
7.800E-08,3.92139E-01,1.32324E-02
7.820E-08,3.97021E-01,2.20215E-02
7.840E-08,3.91162E-01,2.00684E-02
7.860E-08,3.79443E-01,1.07910E-02
7.880E-08,3.72607E-01,-9.27734E-04
7.900E-08,3.72607E-01,-5.32227E-03
7.920E-08,3.75049E-01,-4.83398E-03
7.940E-08,3.76025E-01,-1.90430E-03
7.960E-08,3.72607E-01,-3.36914E-03
7.980E-08,3.68701E-01,-1.41602E-03
8.000E-08,3.70166E-01,2.49023E-03
8.020E-08,3.71143E-01,5.90820E-03
8.040E-08,3.68701E-01,5.41992E-03
8.060E-08,3.62354E-01,4.44336E-03
8.080E-08,3.52588E-01,1.07910E-02
8.100E-08,3.26709E-01,4.69238E-02
8.120E-08,2.72998E-01,1.13818E-01
8.140E-08,2.07080E-01,1.84131E-01
8.160E-08,1.51904E-01,2.36865E-01
8.180E-08,1.14307E-01,2.74463E-01
8.200E-08,8.84277E-02,3.04736E-01
8.220E-08,6.79199E-02,3.26221E-01
8.240E-08,5.57129E-02,3.36963E-01
8.260E-08,4.79004E-02,3.42822E-01
8.280E-08,4.39941E-02,3.44287E-01
8.300E-08,4.15527E-02,3.42822E-01
8.320E-08,3.71582E-02,3.43799E-01
8.340E-08,3.08105E-02,3.44287E-01
8.360E-08,2.83691E-02,3.46729E-01
8.380E-08,2.54395E-02,3.50635E-01
8.400E-08,2.59277E-02,3.54541E-01
8.420E-08,2.64160E-02,3.59424E-01
8.440E-08,2.54395E-02,3.61865E-01
8.460E-08,2.29980E-02,3.60889E-01
8.480E-08,1.95801E-02,3.55518E-01
8.500E-08,2.20215E-02,3.36475E-01
8.520E-08,5.32715E-02,2.97412E-01
8.540E-08,1.19678E-01,2.38818E-01
8.560E-08,1.91455E-01,1.76318E-01
8.580E-08,2.44678E-01,1.23584E-01
8.600E-08,2.79834E-01,8.74512E-02
8.620E-08,3.07666E-01,6.35254E-02
8.640E-08,3.25732E-01,4.74121E-02
8.660E-08,3.34521E-01,3.66699E-02
8.680E-08,3.36475E-01,2.88574E-02
8.700E-08,3.32568E-01,3.03223E-02
8.720E-08,3.07666E-01,6.01074E-02
8.740E-08,2.57861E-01,1.18701E-01
8.760E-08,1.93896E-01,1.87549E-01
8.780E-08,1.36768E-01,2.43213E-01
8.800E-08,9.57520E-02,2.82764E-01
8.820E-08,6.35254E-02,3.06689E-01
8.840E-08,3.86230E-02,3.17920E-01
8.860E-08,2.73926E-02,3.27686E-01
8.880E-08,3.52051E-02,3.49658E-01
8.900E-08,4.49707E-02,3.69189E-01
8.920E-08,4.54590E-02,3.75537E-01
8.940E-08,3.27637E-02,3.71143E-01
8.960E-08,1.86035E-02,3.64307E-01
8.980E-08,1.17676E-02,3.65283E-01
9.000E-08,1.32324E-02,3.69678E-01
9.020E-08,1.76270E-02,3.71143E-01
9.040E-08,2.20215E-02,3.65771E-01
9.060E-08,2.39746E-02,3.60400E-01
9.080E-08,2.73926E-02,3.60400E-01
9.100E-08,3.22754E-02,3.63330E-01
9.120E-08,3.32520E-02,3.66260E-01
9.140E-08,3.12988E-02,3.68213E-01
9.160E-08,2.69043E-02,3.70166E-01
9.180E-08,2.39746E-02,3.70654E-01
9.200E-08,2.20215E-02,3.71143E-01
9.220E-08,1.90918E-02,3.72607E-01
9.240E-08,1.81152E-02,3.74561E-01
9.260E-08,1.76270E-02,3.73096E-01
9.280E-08,1.71387E-02,3.69678E-01
9.300E-08,1.61621E-02,3.67725E-01
9.320E-08,1.46973E-02,3.57471E-01
9.340E-08,2.20215E-02,3.28174E-01
9.360E-08,6.20605E-02,2.77881E-01
9.380E-08,1.33350E-01,2.16357E-01
9.400E-08,2.02686E-01,1.60693E-01
9.420E-08,2.50537E-01,1.16260E-01
9.440E-08,2.82764E-01,8.59863E-02
9.460E-08,3.06201E-01,6.74316E-02
9.480E-08,3.18408E-01,5.91309E-02
9.500E-08,3.20850E-01,5.37598E-02
9.520E-08,3.20850E-01,4.93652E-02
